,human_symbol,human_ensembl,human_entrez,mouse_symbol,mouse_ensembl,mouse_entrez
2968,MFSD11,ENSG00000092931,79157,Mfsd11,ENSMUSG00000020818,69900
2969,TGFB2,ENSG00000092969,7042,Tgfb2,ENSMUSG00000039239,21808
2970,GABRP,ENSG00000094755,2568,Gabrp,ENSMUSG00000020159,216643
2971,CDC23,ENSG00000094880,8697,Cdc23,ENSMUSG00000024370,52563
2972,AAAS,ENSG00000094914,8086,Aaas,ENSMUSG00000036678,223921
2973,MSH2,ENSG00000095002,4436,Msh2,ENSMUSG00000024151,17685
2974,NUP188,ENSG00000095319,23511,Nup188,ENSMUSG00000052533,227699
2975,NANS,ENSG00000095380,54187,Nans,ENSMUSG00000028334,94181
2976,CYP26A1,ENSG00000095596,1592,Cyp26a1,ENSMUSG00000024987,13082
2977,BAMBI,ENSG00000095739,25805,Bambi,ENSMUSG00000024232,68010
2978,WAC,ENSG00000095787,51322,Wac,ENSMUSG00000024283,225131
2979,BRPF3,ENSG00000096070,27154,Brpf3,ENSMUSG00000063952,268936
2980,ITPR3,ENSG00000096433,3710,Itpr3,ENSMUSG00000042644,16440
2981,DSP,ENSG00000096696,1832,Dsp,ENSMUSG00000054889,109620
2982,JAK2,ENSG00000096968,3717,Jak2,ENSMUSG00000024789,16452
2983,SH3GLB1,ENSG00000097033,51100,Sh3glb1,ENSMUSG00000037062,54673
2984,TMED1,ENSG00000099203,11018,Tmed1,ENSMUSG00000032180,17083
2985,NRP1,ENSG00000099250,8829,Nrp1,ENSMUSG00000025810,18186
2986,TSPAN15,ENSG00000099282,23555,Tspan15,ENSMUSG00000037031,70423
2987,FBXL19,ENSG00000099364,54620,Fbxl19,ENSMUSG00000030811,233902
2988,TIMM13,ENSG00000099800,26517,Timm13,ENSMUSG00000020219,30055
2989,GADD45B,ENSG00000099860,4616,Gadd45b,ENSMUSG00000015312,17873
2990,MKNK2,ENSG00000099875,2872,Mknk2,ENSMUSG00000020190,17347
2991,KLHL22,ENSG00000099910,84861,Klhl22,ENSMUSG00000022750,224023
2992,LZTR1,ENSG00000099949,8216,Lztr1,ENSMUSG00000022761,66863
2993,SMARCB1,ENSG00000099956,6598,Smarcb1,ENSMUSG00000000902,20587
2994,SEC14L2,ENSG00000100003,23541,Sec14l2,ENSMUSG00000003585,67815
2995,SPECC1L,ENSG00000100014,23384,Specc1l,ENSMUSG00000033444,74392
2996,TOP3B,ENSG00000100038,8940,Top3b,ENSMUSG00000022779,21976
2997,CRYBB3,ENSG00000100053,1417,Crybb3,ENSMUSG00000029352,12962
2998,ESS2,ENSG00000100056,8220,Ess2,ENSMUSG00000003527,27886
2999,SLC25A1,ENSG00000100075,6576,Slc25a1,ENSMUSG00000003528,13358
3000,HIRA,ENSG00000100084,7290,Hira,ENSMUSG00000022702,15260
3001,PATZ1,ENSG00000100105,23598,Patz1,ENSMUSG00000020453,56218
3002,TFIP11,ENSG00000100109,24144,Tfip11,ENSMUSG00000029345,54723
3003,ANKRD54,ENSG00000100124,129138,Ankrd54,ENSMUSG00000033055,223690
3004,DEPDC5,ENSG00000100150,9681,Depdc5,ENSMUSG00000037426,277854
3005,TCF20,ENSG00000100207,6942,Tcf20,ENSMUSG00000041852,21411
3006,TCF20,ENSG00000100207,6942,Zfp957,ENSMUSG00000071262,105590
3007,TOMM22,ENSG00000100216,56993,Tomm22,ENSMUSG00000022427,223696
3008,SBF1,ENSG00000100241,6305,Sbf1,ENSMUSG00000036529,77980
3009,PACSIN2,ENSG00000100266,11252,Pacsin2,ENSMUSG00000016664,23970
3010,RASL10A,ENSG00000100276,10633,Rasl10a,ENSMUSG00000034209,75668
3011,MCM5,ENSG00000100297,4174,Mcm5,ENSMUSG00000005410,17218
3012,RASD2,ENSG00000100302,23551,Rasd2,ENSMUSG00000034472,75141
3013,ZMAT5,ENSG00000100319,55954,Zmat5,ENSMUSG00000009076,67178
3014,RBFOX2,ENSG00000100320,23543,Rbfox2,ENSMUSG00000033565,93686
3015,SYNGR1,ENSG00000100321,9145,Syngr1,ENSMUSG00000022415,20972
3016,SAMM50,ENSG00000100347,25813,Samm50,ENSMUSG00000022437,68653
3017,TNRC6B,ENSG00000100354,23112,Tnrc6b,ENSMUSG00000047888,213988
3018,SGSM3,ENSG00000100359,27352,Sgsm3,ENSMUSG00000042303,105835
3019,KIAA0930,ENSG00000100364,23313,5031439G07Rik,ENSMUSG00000036046,223739
3020,SLC25A17,ENSG00000100372,10478,Slc25a17,ENSMUSG00000022404,20524
3021,FAM118A,ENSG00000100376,55007,Fam118a,ENSMUSG00000022434,73225
3022,ST13,ENSG00000100380,6767,St13,ENSMUSG00000022403,70356
3023,EP300,ENSG00000100393,2033,Ep300,ENSMUSG00000055024,328572
3024,PMM1,ENSG00000100417,5372,Pmm1,ENSMUSG00000022474,29858
3025,BRD1,ENSG00000100425,23774,Brd1,ENSMUSG00000022387,223770
3026,KCNK10,ENSG00000100433,54207,Kcnk10,ENSMUSG00000033854,72258
3027,FKBP3,ENSG00000100442,2287,Fkbp3,ENSMUSG00000020949,30795
3028,SOS2,ENSG00000100485,6655,Sos2,ENSMUSG00000034801,20663
3029,PYGL,ENSG00000100504,5836,Pygl,ENSMUSG00000021069,110095
3030,TRIM9,ENSG00000100505,114088,Trim9,ENSMUSG00000021071,94090
3031,PLEK2,ENSG00000100558,26499,Plek2,ENSMUSG00000021118,27260
3032,VTI1B,ENSG00000100568,10490,Vti1b,ENSMUSG00000021124,53612
3033,AHSA1,ENSG00000100591,10598,Ahsa1,ENSMUSG00000021037,217737
3034,SPTLC2,ENSG00000100596,9517,Sptlc2,ENSMUSG00000021036,20773
3035,ITPK1,ENSG00000100605,3705,Itpk1,ENSMUSG00000057963,217837
3036,SLC8A3,ENSG00000100678,6547,Slc8a3,ENSMUSG00000079055,110893
3037,DICER1,ENSG00000100697,23405,Dicer1,ENSMUSG00000041415,192119
3038,MTHFD1,ENSG00000100714,4522,Mthfd1,ENSMUSG00000021048,108156
3039,GSKIP,ENSG00000100744,51527,Gskip,ENSMUSG00000044715,66787
3040,PSMB5,ENSG00000100804,5693,Psmb5,ENSMUSG00000022193,19173
3041,APEX1,ENSG00000100823,328,Apex1,ENSMUSG00000035960,11792
3042,PCK2,ENSG00000100889,5106,Pck2,ENSMUSG00000040618,74551
3043,DCAF11,ENSG00000100897,80344,Dcaf11,ENSMUSG00000022214,28199
3044,PSME2,ENSG00000100911,5721,Psme2b,ENSMUSG00000078153,621823
3045,PSME2,ENSG00000100911,5721,Psme2,ENSMUSG00000079197,19188
3046,PNN,ENSG00000100941,5411,Pnn,ENSMUSG00000020994,18949
3047,PCIF1,ENSG00000100982,63935,Pcif1,ENSMUSG00000039849,228866
3048,PYGB,ENSG00000100994,5834,Pygb,ENSMUSG00000033059,110078
3049,GINS1,ENSG00000101003,9837,Gins1,ENSMUSG00000027454,69270
3050,HNF4A,ENSG00000101076,3172,Hnf4a,ENSMUSG00000017950,15378
3051,ADNP,ENSG00000101126,23394,Adnp,ENSMUSG00000051149,11538
3052,NELFCD,ENSG00000101158,51497,Nelfcd,ENSMUSG00000016253,57314
3053,TUBB1,ENSG00000101162,81027,Tubb1,ENSMUSG00000016255,545486
3054,PRELID3B,ENSG00000101166,51012,Prelid3b,ENSMUSG00000016257,66390
3055,HRH3,ENSG00000101180,11255,Hrh3,ENSMUSG00000039059,99296
3056,GMEB2,ENSG00000101216,26205,Gmeb2,ENSMUSG00000038705,229004
3057,ISM1,ENSG00000101230,140862,Ism1,ENSMUSG00000074766,319909
3058,RASSF2,ENSG00000101265,9770,Rassf2,ENSMUSG00000027339,215653
3059,PLCB4,ENSG00000101333,5332,Plcb4,ENSMUSG00000039943,18798
3060,IDH3B,ENSG00000101365,3420,Idh3b,ENSMUSG00000027406,170718
3061,SNTA1,ENSG00000101400,6640,Snta1,ENSMUSG00000027488,20648
3062,SYNDIG1,ENSG00000101463,79953,Syndig1,ENSMUSG00000074736,433485
3063,MYL12A,ENSG00000101608,10627,Myl12a,ENSMUSG00000024048,67268
3064,NOL4,ENSG00000101746,8715,Nol4,ENSMUSG00000041923,319211
3065,RIOK3,ENSG00000101782,8780,Riok3,ENSMUSG00000024404,66878
3066,PSMD10,ENSG00000101843,5716,Psmd10,ENSMUSG00000031429,53380
3067,ATG4A,ENSG00000101844,115201,Atg4a,ENSMUSG00000079418,666468
3068,PGRMC1,ENSG00000101856,10857,Pgrmc1,ENSMUSG00000006373,53328
3069,MID1,ENSG00000101871,4281,Mid1,ENSMUSG00000035299,17318
3070,SRPX,ENSG00000101955,8406,Srpx,ENSMUSG00000090084,51795
3071,ATP11C,ENSG00000101974,286410,Atp11c,ENSMUSG00000062949,320940
3072,CACNA1F,ENSG00000102001,778,Cacna1f,ENSMUSG00000031142,54652
3073,SYP,ENSG00000102003,6855,Syp,ENSMUSG00000031144,20977
3074,SMARCA1,ENSG00000102038,6594,Smarca1,ENSMUSG00000031099,93761
3075,KCND1,ENSG00000102057,3750,Kcnd1,ENSMUSG00000009731,16506
3076,FMR1,ENSG00000102081,2332,Fmr1,ENSMUSG00000000838,14265
3077,SMS,ENSG00000102172,6611,Sms,ENSMUSG00000071708,20603
3078,FGD1,ENSG00000102302,2245,Fgd1,ENSMUSG00000025265,14163
3079,RBM3,ENSG00000102317,5935,Rbm3,ENSMUSG00000031167,19652
3080,RBM3,ENSG00000102317,5935,Rbm3,ENSMUSG00000031167,100043257
3081,SRPX2,ENSG00000102359,27286,Srpx2,ENSMUSG00000031253,68792
3082,DRP2,ENSG00000102385,1821,Drp2,ENSMUSG00000000223,13497
3083,STK24,ENSG00000102572,8428,Stk24,ENSMUSG00000063410,223255
3084,SLC25A15,ENSG00000102743,10166,Slc25a15,ENSMUSG00000031482,18408
3085,KATNAL1,ENSG00000102781,84056,Katnal1,ENSMUSG00000041298,231912
3086,CORO1A,ENSG00000102879,11151,Coro1a,ENSMUSG00000030707,12721
3087,NFAT5,ENSG00000102908,10725,Nfat5,ENSMUSG00000003847,54446
3088,LONP2,ENSG00000102910,83752,Lonp2,ENSMUSG00000047866,66887
3089,ARL2BP,ENSG00000102931,23568,Arl2bp,ENSMUSG00000031776,107566
3090,PARD6A,ENSG00000102981,50855,Pard6a,ENSMUSG00000005699,56513
3091,ZNF821,ENSG00000102984,55565,Zfp821,ENSMUSG00000031728,75871
3092,SLC38A7,ENSG00000103042,55238,Slc38a7,ENSMUSG00000036534,234595
3093,VAC14,ENSG00000103043,55697,Vac14,ENSMUSG00000010936,234729
3094,COG4,ENSG00000103051,25839,Cog4,ENSMUSG00000031753,102339
3095,ESRP2,ENSG00000103067,80004,Esrp2,ENSMUSG00000084128,77411
3096,COTL1,ENSG00000103187,23406,Cotl1,ENSMUSG00000031827,72042
3097,FOXF1,ENSG00000103241,2294,Foxf1,ENSMUSG00000042812,15227
3098,CLCN7,ENSG00000103249,1186,Clcn7,ENSMUSG00000036636,26373
3099,GSPT1,ENSG00000103342,2935,Gspt1,ENSMUSG00000062203,14852
3100,UBFD1,ENSG00000103353,56061,Ubfd1,ENSMUSG00000030870,28018
3101,TOX3,ENSG00000103460,27324,Tox3,ENSMUSG00000043668,244579
3102,BCKDK,ENSG00000103507,10295,Bckdk,ENSMUSG00000030802,12041
3103,KAT8,ENSG00000103510,84148,Kat8,ENSMUSG00000030801,67773
3104,SYT17,ENSG00000103528,51760,Syt17,ENSMUSG00000058420,110058
3105,RNF40,ENSG00000103549,9810,Rnf40,ENSMUSG00000030816,233900
3106,RASL12,ENSG00000103710,51285,Rasl12,ENSMUSG00000041696,70784
3107,AP3B2,ENSG00000103723,8120,Ap3b2,ENSMUSG00000062444,11775
3108,HOMER2,ENSG00000103942,9455,Homer2,ENSMUSG00000025813,26557
3109,GABPB1,ENSG00000104064,2553,Gabpb1,ENSMUSG00000027361,14391
3110,DMXL2,ENSG00000104093,23312,Dmxl2,ENSMUSG00000041268,235380
3111,VPS18,ENSG00000104142,57617,Vps18,ENSMUSG00000034216,228545
3112,SLC30A4,ENSG00000104154,7782,Slc30a4,ENSMUSG00000005802,22785
3113,ZDHHC2,ENSG00000104219,51201,Zdhhc2,ENSMUSG00000039470,70546
3114,SFRP1,ENSG00000104332,6422,Sfrp1,ENSMUSG00000031548,20377
3115,IKBKB,ENSG00000104365,3551,Ikbkb,ENSMUSG00000031537,16150
3116,JPH1,ENSG00000104369,56704,Jph1,ENSMUSG00000042686,57339
3117,GDAP1,ENSG00000104381,54332,Gdap1,ENSMUSG00000025777,14545
3118,NDRG1,ENSG00000104419,10397,Ndrg1,ENSMUSG00000005125,17988
3119,TRPS1,ENSG00000104447,7227,Trps1,ENSMUSG00000038679,83925
3120,INTS10,ENSG00000104613,55174,Ints10,ENSMUSG00000031864,70885
3121,MTMR9,ENSG00000104643,66036,Mtmr9,ENSMUSG00000035078,210376
3122,MCM4,ENSG00000104738,4173,Mcm4,ENSMUSG00000022673,17217
3123,KCNA7,ENSG00000104848,3743,Kcna7,ENSMUSG00000038201,16495
3124,CLPTM1,ENSG00000104853,1209,Clptm1,ENSMUSG00000002981,56457
3125,CLASRP,ENSG00000104859,11129,Clasrp,ENSMUSG00000061028,53609
3126,MED25,ENSG00000104973,81857,Med25,ENSMUSG00000002968,75613
3127,OLFM2,ENSG00000105088,93145,Olfm2,ENSMUSG00000032172,244723
3128,SLC1A6,ENSG00000105143,6511,Slc1a6,ENSMUSG00000005357,20513
3129,PDCD5,ENSG00000105185,9141,Pdcd5,ENSMUSG00000030417,56330
3130,PLD3,ENSG00000105223,23646,Pld3,ENSMUSG00000003363,18807
3131,NUMBL,ENSG00000105245,9253,Numbl,ENSMUSG00000063160,18223
3132,FSD1,ENSG00000105255,79187,Fsd1,ENSMUSG00000011589,240121
3133,PRKD2,ENSG00000105287,25865,Prkd2,ENSMUSG00000041187,101540
3134,HNRNPUL1,ENSG00000105323,11100,Hnrnpul1,ENSMUSG00000040725,232989
3135,CDC37,ENSG00000105401,11140,Cdc37,ENSMUSG00000019471,12539
3136,RABAC1,ENSG00000105404,10567,Rabac1,ENSMUSG00000003380,14470
3137,PTPRS,ENSG00000105426,5802,Ptprs,ENSMUSG00000013236,19280
3138,MEGF8,ENSG00000105429,1954,Megf8,ENSMUSG00000045039,269878
3139,CABP5,ENSG00000105507,56344,Cabp5,ENSMUSG00000005649,29865
3140,HAS1,ENSG00000105509,3036,Has1,ENSMUSG00000003665,15116
3141,RAB3D,ENSG00000105514,9545,Rab3d,ENSMUSG00000019066,19340
3142,DBP,ENSG00000105516,1628,Dbp,ENSMUSG00000059824,13170
3143,RASIP1,ENSG00000105538,54922,Rasip1,ENSMUSG00000044562,69903
3144,MAST1,ENSG00000105613,22983,Mast1,ENSMUSG00000053693,56527
3145,KXD1,ENSG00000105700,79036,Kxd1,ENSMUSG00000055553,75620
3146,GSK3A,ENSG00000105723,2931,Gsk3a,ENSMUSG00000057177,606496
3147,ATP13A1,ENSG00000105726,57130,Atp13a1,ENSMUSG00000031862,170759
3148,DNAJC2,ENSG00000105821,27000,Dnajc2,ENSMUSG00000029014,22791
3149,NAMPT,ENSG00000105835,10135,Nampt,ENSMUSG00000020572,59027
3150,PIK3CG,ENSG00000105851,5294,Pik3cg,ENSMUSG00000020573,30955
3151,HBP1,ENSG00000105856,26959,Hbp1,ENSMUSG00000002996,73389
3152,WDR91,ENSG00000105875,29062,Wdr91,ENSMUSG00000058486,101240
3153,CAV1,ENSG00000105974,857,Cav1,ENSMUSG00000007655,12389
3154,HOXA1,ENSG00000105991,3198,Hoxa1,ENSMUSG00000029844,15394
3155,HOXA2,ENSG00000105996,3199,Hoxa2,ENSMUSG00000014704,15399
3156,HOXA3,ENSG00000105997,3200,Hoxa3,ENSMUSG00000079560,15400
3157,EVX1,ENSG00000106038,2128,Evx1,ENSMUSG00000005503,14028
3158,FKBP14,ENSG00000106080,55033,Fkbp14,ENSMUSG00000038074,231997
3159,PLEKHA8,ENSG00000106086,84725,Plekha8,ENSMUSG00000005225,231999
3160,EPHB6,ENSG00000106123,2051,Ephb6,ENSMUSG00000029869,13848
3161,TAF6,ENSG00000106290,6878,Taf6,ENSMUSG00000036980,21343
3162,WASL,ENSG00000106299,8976,Wasl,ENSMUSG00000029684,73178
3163,ZNHIT1,ENSG00000106400,10467,Znhit1,ENSMUSG00000059518,70103
3164,GLCCI1,ENSG00000106415,113263,Glcci1,ENSMUSG00000029638,170772
3165,TMEM106B,ENSG00000106460,54664,Tmem106b,ENSMUSG00000029571,71900
3166,SFRP4,ENSG00000106483,6424,Sfrp4,ENSMUSG00000021319,20379
3167,TSPAN13,ENSG00000106537,27075,Tspan13,ENSMUSG00000020577,66109
3168,TMEM248,ENSG00000106609,55069,Tmem248,ENSMUSG00000053094,71667
3169,PRKAG2,ENSG00000106617,51422,Prkag2,ENSMUSG00000028944,108099
3170,MYL7,ENSG00000106631,58498,Myl7,ENSMUSG00000020469,17898
3171,GCK,ENSG00000106633,2645,Gck,ENSMUSG00000041798,103988
3172,YKT6,ENSG00000106636,10652,Ykt6,ENSMUSG00000002741,56418
3173,LIMK1,ENSG00000106683,3984,Limk1,ENSMUSG00000029674,16885
3174,TLE4,ENSG00000106829,7091,Tle4,ENSMUSG00000024642,21888
3175,RIC1,ENSG00000107036,57589,Ric1,ENSMUSG00000038658,226089
3176,DOCK8,ENSG00000107099,81704,Dock8,ENSMUSG00000052085,76088
3177,TESK1,ENSG00000107140,7016,Tesk1,ENSMUSG00000028458,21754
3178,FUBP3,ENSG00000107164,8939,Fubp3,ENSMUSG00000026843,320267
3179,LHX3,ENSG00000107187,8022,Lhx3,ENSMUSG00000026934,16871
3180,APBA1,ENSG00000107282,320,Apba1,ENSMUSG00000024897,319924
3181,ABCA2,ENSG00000107331,20,Abca2,ENSMUSG00000026944,11305
3182,SHB,ENSG00000107338,6461,Shb,ENSMUSG00000044813,230126
3183,DVL1,ENSG00000107404,1855,Dvl1,ENSMUSG00000029071,13542
3184,CCNJ,ENSG00000107443,54619,Ccnj,ENSMUSG00000025010,240665
3185,ATRNL1,ENSG00000107518,26033,Atrnl1,ENSMUSG00000054843,226255
3186,EIF3A,ENSG00000107581,8661,Eif3a,ENSMUSG00000024991,13669
3187,DDX50,ENSG00000107625,79009,Ddx50,ENSMUSG00000020076,94213
3188,UNC5B,ENSG00000107731,219699,Unc5b,ENSMUSG00000020099,107449
3189,SPOCK2,ENSG00000107742,9806,Spock2,ENSMUSG00000058297,94214
3190,MICU1,ENSG00000107745,10367,Micu1,ENSMUSG00000020111,216001
3191,LZTS2,ENSG00000107816,84445,Lzts2,ENSMUSG00000035342,226154
3192,SFXN3,ENSG00000107819,81855,Sfxn3,ENSMUSG00000025212,94280
3193,GBF1,ENSG00000107862,8729,Gbf1,ENSMUSG00000025224,107338
3194,GTPBP4,ENSG00000107937,23560,Gtpbp4,ENSMUSG00000021149,69237
3195,EDRF1,ENSG00000107938,26098,Edrf1,ENSMUSG00000039990,214764
3196,NEURL1,ENSG00000107954,9148,Neurl1a,ENSMUSG00000006435,18011
3197,MAP3K8,ENSG00000107968,1326,Map3k8,ENSMUSG00000024235,26410
3198,GLRX3,ENSG00000108010,10539,Glrx3,ENSMUSG00000031068,30926
3199,XPNPEP1,ENSG00000108039,7511,Xpnpep1,ENSMUSG00000025027,170750
3200,CCDC6,ENSG00000108091,8030,Ccdc6,ENSMUSG00000048701,76551
3201,CUL2,ENSG00000108094,8453,Cul2,ENSMUSG00000024231,71745
3202,UBE2S,ENSG00000108106,27338,Ube2s,ENSMUSG00000060860,77891
3203,CRYBA1,ENSG00000108255,1411,Cryba1,ENSMUSG00000000724,12957
3204,NUFIP2,ENSG00000108256,57532,Nufip2,ENSMUSG00000037857,68564
3205,RAPGEFL1,ENSG00000108352,51195,Rapgefl1,ENSMUSG00000038020,268480
3206,TRIM37,ENSG00000108395,4591,Trim37,ENSMUSG00000018548,68729
3207,INTS2,ENSG00000108506,57508,Ints2,ENSMUSG00000018068,70422
3208,MED13,ENSG00000108510,9969,Med13,ENSMUSG00000034297,327987
3209,PFN1,ENSG00000108518,5216,Pfn1,ENSMUSG00000018293,18643
3210,RNF167,ENSG00000108523,26001,Rnf167,ENSMUSG00000040746,70510
3211,SLC6A4,ENSG00000108576,6532,Slc6a4,ENSMUSG00000020838,15567
3212,BLMH,ENSG00000108578,642,Blmh,ENSMUSG00000020840,104184
3213,B9D1,ENSG00000108641,27077,B9d1,ENSMUSG00000001039,27078
3214,MLX,ENSG00000108788,6945,Mlx,ENSMUSG00000017801,21428
3215,CNTNAP1,ENSG00000108797,8506,Cntnap1,ENSMUSG00000017167,53321
3216,LRRC59,ENSG00000108829,55379,Lrrc59,ENSMUSG00000020869,98238
3217,HDAC5,ENSG00000108840,10014,Hdac5,ENSMUSG00000008855,15184
3218,EFNB3,ENSG00000108947,1949,Efnb3,ENSMUSG00000003934,13643
3219,WSB1,ENSG00000109046,26118,Wsb1,ENSMUSG00000017677,78889
3220,CDR2L,ENSG00000109089,30850,Cdr2l,ENSMUSG00000050910,237988
3221,SLAIN2,ENSG00000109171,57606,Slain2,ENSMUSG00000036087,75991
3222,ELF2,ENSG00000109381,1998,Elf2,ENSMUSG00000037174,69257
3223,ZNF330,ENSG00000109445,27309,Zfp330,ENSMUSG00000031711,30932
3224,GALNT7,ENSG00000109586,51809,Galnt7,ENSMUSG00000031608,108150
3225,STIM2,ENSG00000109689,57620,Stim2,ENSMUSG00000039156,116873
3226,RAPGEF2,ENSG00000109756,9693,Rapgef2,ENSMUSG00000062232,76089
3227,KLF3,ENSG00000109787,51274,Klf3,ENSMUSG00000029178,16599
3228,PPARGC1A,ENSG00000109819,10891,Ppargc1a,ENSMUSG00000029167,19017
3229,DDX25,ENSG00000109832,29118,Ddx25,ENSMUSG00000032101,30959
3230,MTCH2,ENSG00000109919,23788,Mtch2,ENSMUSG00000027282,56428
3231,P2RX3,ENSG00000109991,5024,P2rx3,ENSMUSG00000027071,228139
3232,DTX4,ENSG00000110042,23220,Dtx4,ENSMUSG00000039982,207521
3233,OSBP,ENSG00000110048,5007,Osbp,ENSMUSG00000024687,76303
3234,PPP6R3,ENSG00000110075,55291,Ppp6r3,ENSMUSG00000024908,52036
3235,CCND1,ENSG00000110092,595,Ccnd1,ENSMUSG00000070348,12443
3236,CHORDC1,ENSG00000110172,26973,Chordc1,ENSMUSG00000001774,66917
3237,CBL,ENSG00000110395,867,Cbl,ENSMUSG00000034342,12402
3238,NECTIN1,ENSG00000110400,5818,Nectin1,ENSMUSG00000032012,58235
3239,FBXO3,ENSG00000110429,26273,Fbxo3,ENSMUSG00000027180,57443
3240,SLC1A2,ENSG00000110436,6506,Slc1a2,ENSMUSG00000005089,20511
3241,AMBRA1,ENSG00000110497,55626,Ambra1,ENSMUSG00000040506,228361
3242,MADD,ENSG00000110514,8567,Madd,ENSMUSG00000040687,228355
3243,ELMOD1,ENSG00000110675,55531,Elmod1,ENSMUSG00000041986,270162
3244,C11orf58,ENSG00000110696,10944,1110004F10Rik,ENSMUSG00000030663,56372
3245,PITPNM1,ENSG00000110697,9600,Pitpnm1,ENSMUSG00000024851,18739
3246,AIP,ENSG00000110711,9049,Aip,ENSMUSG00000024847,11632
3247,PRPF40B,ENSG00000110844,25766,Prpf40b,ENSMUSG00000023007,54614
3248,PRDM4,ENSG00000110851,11108,Prdm4,ENSMUSG00000035529,72843
3249,MLEC,ENSG00000110917,9761,Mlec,ENSMUSG00000048578,109154
3250,PTGES3,ENSG00000110958,10728,Ptges3,ENSMUSG00000071072,56351
3251,SYT10,ENSG00000110975,341359,Syt10,ENSMUSG00000063260,54526
3252,MYF6,ENSG00000111046,4618,Myf6,ENSMUSG00000035923,17878
3253,METAP2,ENSG00000111142,10988,Metap2,ENSMUSG00000036112,56307
3254,LTA4H,ENSG00000111144,4048,Lta4h,ENSMUSG00000015889,16993
3255,ELK3,ENSG00000111145,2004,Elk3,ENSMUSG00000008398,13713
3256,WNT5B,ENSG00000111186,81029,Wnt5b,ENSMUSG00000030170,22419
3257,TRPV4,ENSG00000111199,59341,Trpv4,ENSMUSG00000014158,63873
3258,PARP11,ENSG00000111224,57097,Parp11,ENSMUSG00000037997,101187
3259,ARPC3,ENSG00000111229,10094,Arpc3,ENSMUSG00000029465,56378
3260,FGF6,ENSG00000111241,2251,Fgf6,ENSMUSG00000000183,14177
3261,CREBL2,ENSG00000111269,1389,Crebl2,ENSMUSG00000032652,232430
3262,ALDH2,ENSG00000111275,217,Aldh2,ENSMUSG00000029455,11669
3263,NAA25,ENSG00000111300,80018,Naa25,ENSMUSG00000042719,231713
3264,GTF2H3,ENSG00000111358,2967,Gtf2h3,ENSMUSG00000029387,209357
3265,EIF2B1,ENSG00000111361,1967,Eif2b1,ENSMUSG00000029388,209354
3266,FZD10,ENSG00000111432,11211,Fzd10,ENSMUSG00000081683,93897
3267,RFC5,ENSG00000111445,5985,Rfc5,ENSMUSG00000029363,72151
3268,COPZ1,ENSG00000111481,22818,Copz1,ENSMUSG00000060992,56447
3269,CPSF6,ENSG00000111605,11052,Cpsf6,ENSMUSG00000055531,432508
3270,KRR1,ENSG00000111615,11103,Krr1,ENSMUSG00000063334,52705
3271,COPS7A,ENSG00000111652,50813,Cops7a,ENSMUSG00000030127,26894
3272,ATN1,ENSG00000111676,1822,Atn1,ENSMUSG00000004263,13498
3273,GYS2,ENSG00000111713,2998,Gys2,ENSMUSG00000030244,232493
3274,CMAS,ENSG00000111726,55907,Cmas,ENSMUSG00000030282,12764
3275,AICDA,ENSG00000111732,57379,Aicda,ENSMUSG00000040627,11628
3276,PHC1,ENSG00000111752,1911,Phc1,ENSMUSG00000040669,13619
3277,RFX4,ENSG00000111783,5992,Rfx4,ENSMUSG00000020037,71137
3278,COL12A1,ENSG00000111799,1303,Col12a1,ENSMUSG00000032332,12816
3279,DSE,ENSG00000111817,29940,Dse,ENSMUSG00000039497,212898
3280,RNGTT,ENSG00000111880,8732,Rngtt,ENSMUSG00000028274,24018
3281,PPARD,ENSG00000112033,5467,Ppard,ENSMUSG00000002250,19015
3282,PPARD,ENSG00000112033,5467,Ppard,ENSMUSG00000002250,69050
3283,MDGA1,ENSG00000112139,266727,Mdga1,ENSMUSG00000043557,74762
3284,GLP1R,ENSG00000112164,2740,Glp1r,ENSMUSG00000024027,14652
3285,BMP5,ENSG00000112175,653,Bmp5,ENSMUSG00000032179,12160
3286,BAG2,ENSG00000112208,9532,Bag2,ENSMUSG00000042215,213539
3287,RAB23,ENSG00000112210,51715,Rab23,ENSMUSG00000004768,19335
3288,GPR63,ENSG00000112218,81491,Gpr63,ENSMUSG00000040372,81006
3289,KHDRBS2,ENSG00000112232,202559,Khdrbs2,ENSMUSG00000026058,170771
3290,FBXL4,ENSG00000112234,26235,Fbxl4,ENSMUSG00000040410,269514
3291,E2F3,ENSG00000112242,1871,E2f3,ENSMUSG00000016477,13557
3292,ASCC3,ENSG00000112249,10973,Ascc3,ENSMUSG00000038774,77987
3293,EYA4,ENSG00000112319,2070,Eya4,ENSMUSG00000010461,14051
3294,SOBP,ENSG00000112320,55084,Sobp,ENSMUSG00000038248,109205
3295,FIG4,ENSG00000112367,9896,Fig4,ENSMUSG00000038417,103199
3296,ARFGEF3,ENSG00000112379,57221,Arfgef3,ENSMUSG00000019852,215821
3297,HECA,ENSG00000112406,51696,Heca,ENSMUSG00000039879,380629
3298,PHF1,ENSG00000112511,5252,Phf1,ENSMUSG00000024193,21652
3299,PDE10A,ENSG00000112541,10846,Pde10a,ENSMUSG00000023868,23984
3300,PDE10A,ENSG00000112541,90632,Pde10a,ENSMUSG00000023868,23984
3301,SMOC2,ENSG00000112562,64094,Smoc2,ENSMUSG00000023886,64074
