,mouse_symbol,mouse_ensembl,mouse_entrez,human_symbol,human_ensembl,human_entrez
1500,Psmg3,ENSMUSG00000029551,66506,PSMG3,ENSG00000157778,84262
1501,Tes,ENSMUSG00000029552,21753,TES,ENSG00000135269,26136
1502,Mad1l1,ENSMUSG00000029554,17120,MAD1L1,ENSG00000002822,8379
1503,Hnf1a,ENSMUSG00000029556,21405,HNF1A,ENSG00000135100,6927
1504,Mrm2,ENSMUSG00000029557,68017,MRM2,ENSG00000122687,29960
1505,2210016L21Rik,ENSMUSG00000029559,72357,C12orf43,ENSG00000157895,64897
1506,Snx8,ENSMUSG00000029560,231834,SNX8,ENSG00000106266,29886
1507,Rbm19,ENSMUSG00000029594,74111,RBM19,ENSG00000122965,9904
1508,Rasal1,ENSMUSG00000029602,19415,RASAL1,ENSG00000111344,8437
1509,Dtx1,ENSMUSG00000029603,14357,DTX1,ENSG00000135144,1840
1510,Oas1b,ENSMUSG00000029605,23961,OAS1,ENSG00000089127,4938
1511,Rph3a,ENSMUSG00000029608,19894,RPH3A,ENSG00000089169,22895
1512,Eif2ak1,ENSMUSG00000029613,15467,EIF2AK1,ENSG00000086232,27102
1513,Ocm,ENSMUSG00000029618,18261,OCM,ENSG00000122543,654231
1514,Ocm,ENSMUSG00000029618,18261,OCM2,ENSG00000135175,4951
1515,Cyp3a25,ENSMUSG00000029630,56388,CYP3A5,ENSG00000106258,1577
1516,Cyp3a25,ENSMUSG00000029630,56388,CYP3A7,ENSG00000160870,1551
1517,Cyp3a25,ENSMUSG00000029630,56388,CYP3A4,ENSG00000160868,1576
1518,Cyp3a25,ENSMUSG00000029630,56388,CYP3A43,ENSG00000021461,64816
1519,Rnf6,ENSMUSG00000029634,74132,RNF6,ENSG00000127870,6049
1520,Cdk8,ENSMUSG00000029635,264064,CDK8,ENSG00000132964,1024
1521,Wasf3,ENSMUSG00000029636,245880,WASF3,ENSG00000132970,10810
1522,Usp12,ENSMUSG00000029640,22217,USP12,ENSG00000152484,219333
1523,Rasl11a,ENSMUSG00000029641,68895,RASL11A,ENSG00000122035,387496
1524,Polr1d,ENSMUSG00000029642,20018,POLR1D,ENSG00000186184,51082
1525,Pdx1,ENSMUSG00000029644,18609,PDX1,ENSG00000139515,3651
1526,Cdx2,ENSMUSG00000029646,12591,CDX2,ENSG00000165556,1045
1527,Pan3,ENSMUSG00000029647,72587,PAN3,ENSG00000152520,255967
1528,Flt1,ENSMUSG00000029648,14254,FLT1,ENSG00000102755,2321
1529,Pomp,ENSMUSG00000029649,66537,POMP,ENSG00000132963,51371
1530,Slc46a3,ENSMUSG00000029650,71706,SLC46A3,ENSG00000139508,283537
1531,Mtus2,ENSMUSG00000029651,77521,MTUS2,ENSG00000132938,23281
1532,C8b,ENSMUSG00000029656,110382,C8B,ENSG00000021852,732
1533,Ezh2,ENSMUSG00000029687,14056,EZH2,ENSG00000106462,2146
1534,Pcolce,ENSMUSG00000029718,18542,PCOLCE,ENSG00000106333,5118
1535,Ppp1r35,ENSMUSG00000029725,69871,PPP1R35,ENSG00000160813,221908
1536,Mepce,ENSMUSG00000029726,231803,MEPCE,ENSG00000146834,56257
1537,Cyp3a13,ENSMUSG00000029727,13113,CYP3A5,ENSG00000106258,1577
1538,Cyp3a13,ENSMUSG00000029727,13113,CYP3A7,ENSG00000160870,1551
1539,Cyp3a13,ENSMUSG00000029727,13113,CYP3A4,ENSG00000160868,1576
1540,Cyp3a13,ENSMUSG00000029727,13113,CYP3A43,ENSG00000021461,64816
1541,Zkscan1,ENSMUSG00000029729,74570,ZKSCAN1,ENSG00000106261,7586
1542,Tpk1,ENSMUSG00000029735,29807,TPK1,ENSG00000196511,27010
1543,Sspo,ENSMUSG00000029797,243369,MUC5AC,ENSG00000215182,4586
1544,Tmem176b,ENSMUSG00000029810,65963,TMEM176B,ENSG00000106565,28959
1545,Aoc1,ENSMUSG00000029811,76507,AOC1,ENSG00000002726,26
1546,Slc13a4,ENSMUSG00000029843,243755,SLC13A4,ENSG00000164707,26266
1547,Stra8,ENSMUSG00000029848,20899,STRA8,ENSG00000146857,346673
1548,Zyx,ENSMUSG00000029860,22793,ZYX,ENSG00000159840,7791
1549,Fam131b,ENSMUSG00000029861,76156,FAM131B,ENSG00000159784,9715
1550,Clcn1,ENSMUSG00000029862,12723,CLCN1,ENSG00000188037,1180
1551,Casp2,ENSMUSG00000029863,12366,CASP2,ENSG00000106144,835
1552,Gstk1,ENSMUSG00000029864,76263,GSTK1,ENSG00000197448,373156
1553,Prdm5,ENSMUSG00000029913,70779,PRDM5,ENSG00000138738,11107
1554,Mrps33,ENSMUSG00000029918,14548,MRPS33,ENSG00000090263,51650
1555,Mkrn1,ENSMUSG00000029922,54484,MKRN1,ENSG00000133606,23608
1556,Rab19,ENSMUSG00000029923,19331,RAB19,ENSG00000146955,401409
1557,Tbxas1,ENSMUSG00000029925,21391,TBXAS1,ENSG00000059377,6916
1558,Nfu1,ENSMUSG00000029993,56748,NFU1,ENSG00000169599,27247
1559,Pcyox1,ENSMUSG00000029998,66881,PCYOX1,ENSG00000116005,51449
1560,Tgfa,ENSMUSG00000029999,21802,TGFA,ENSG00000163235,7039
1561,Add2,ENSMUSG00000030000,11519,ADD2,ENSG00000075340,119
1562,Figla,ENSMUSG00000030001,26910,FIGLA,ENSG00000183733,344018
1563,Dusp11,ENSMUSG00000030002,72102,DUSP11,ENSG00000144048,8446
1564,Cct7,ENSMUSG00000030007,12468,CCT7,ENSG00000135624,10574
1565,Ino80b,ENSMUSG00000030034,70020,INO80B,ENSG00000115274,83444
1566,Wbp1,ENSMUSG00000030035,22377,WBP1,ENSG00000239779,23559
1567,Mogs,ENSMUSG00000030036,57377,MOGS,ENSG00000115275,7841
1568,Mrpl53,ENSMUSG00000030037,68499,MRPL53,ENSG00000204822,116540
1569,Tacr1,ENSMUSG00000030043,21336,TACR1,ENSG00000115353,6869
1570,Arhgap25,ENSMUSG00000030047,232201,ARHGAP25,ENSG00000163219,9938
1571,Aplf,ENSMUSG00000030051,72103,APLF,ENSG00000169621,200558
1572,Hmces,ENSMUSG00000030060,232210,HMCES,ENSG00000183624,56941
1573,Gxylt2,ENSMUSG00000030074,232313,GXYLT2,ENSG00000172986,727936
1574,Chl1,ENSMUSG00000030077,12661,CHL1,ENSG00000134121,10752
1575,Nup210,ENSMUSG00000030091,54563,NUP210,ENSG00000132182,23225
1576,Cntn6,ENSMUSG00000030092,53870,CNTN6,ENSG00000134115,27255
1577,Sumf1,ENSMUSG00000030101,58911,SUMF1,ENSG00000144455,285362
1578,Sumf1,ENSMUSG00000030101,58911,SUMF1,ENSG00000144455,100130207
1579,Itpr1,ENSMUSG00000030102,16438,ITPR1,ENSG00000150995,3708
1580,Usp18,ENSMUSG00000030107,24110,USP18,ENSG00000184979,11274
1581,Usp18,ENSMUSG00000030107,24110,USP41,ENSG00000161133,<NA>
1582,A2m,ENSMUSG00000030111,232345,A2M,ENSG00000175899,2
1583,Gdf3,ENSMUSG00000030117,14562,GDF3,ENSG00000184344,9573
1584,Rasgef1a,ENSMUSG00000030134,70727,RASGEF1A,ENSG00000198915,221002
1585,Tuba8,ENSMUSG00000030137,53857,TUBA8,ENSG00000183785,51807
1586,Zfp248,ENSMUSG00000030145,72720,ZNF248,ENSG00000198105,57209
1587,Klrb1f,ENSMUSG00000030154,232408,KLRB1,ENSG00000111796,3820
1588,Magohb,ENSMUSG00000030188,66441,MAGOHB,ENSG00000111196,55110
1589,Srgap3,ENSMUSG00000030257,259302,SRGAP3,ENSG00000196220,9901
1590,Cpne9,ENSMUSG00000030270,211232,CPNE9,ENSG00000144550,151835
1591,Ogg1,ENSMUSG00000030271,18294,OGG1,ENSG00000114026,4968
1592,Camk1,ENSMUSG00000030272,52163,CAMK1,ENSG00000134072,8536
1593,Emc3,ENSMUSG00000030286,66087,EMC3,ENSG00000125037,55831
1594,Ccdc91,ENSMUSG00000030301,67015,CCDC91,ENSG00000123106,55297
1595,Far2,ENSMUSG00000030303,330450,FAR2,ENSG00000064763,55711
1596,Ergic2,ENSMUSG00000030304,67456,ERGIC2,ENSG00000087502,51290
1597,Slc6a11,ENSMUSG00000030307,243616,SLC6A11,ENSG00000132164,6538
1598,Slc6a1,ENSMUSG00000030310,232333,SLC6A1,ENSG00000157103,6529
1599,Atg7,ENSMUSG00000030314,74244,ATG7,ENSG00000197548,10533
1600,Vgll4,ENSMUSG00000030315,232334,VGLL4,ENSG00000144560,9686
1601,Tamm41,ENSMUSG00000030316,68971,TAMM41,ENSG00000144559,132001
1602,Timp4,ENSMUSG00000030317,110595,TIMP4,ENSG00000157150,7079
1603,Efcab12,ENSMUSG00000030321,212516,EFCAB12,ENSG00000172771,90288
1604,Mbd4,ENSMUSG00000030322,17193,MBD4,ENSG00000129071,8930
1605,Ift122,ENSMUSG00000030323,81896,IFT122,ENSG00000163913,55764
1606,Necap1,ENSMUSG00000030327,67602,NECAP1,ENSG00000089818,25977
1607,Tspan11,ENSMUSG00000030351,68498,TSPAN11,ENSG00000110900,441631
1608,Klrb1a,ENSMUSG00000030361,17057,KLRB1,ENSG00000111796,3820
1609,Strn4,ENSMUSG00000030374,97387,STRN4,ENSG00000090372,29888
1610,2900092C05Rik,ENSMUSG00000030385,73090,C19orf18,ENSG00000177025,147685
1611,Vasp,ENSMUSG00000030403,22323,VASP,ENSG00000125753,7408
1612,Pglyrp1,ENSMUSG00000030413,21946,PGLYRP1,ENSG00000008438,8993
1613,U2af2,ENSMUSG00000030435,22185,U2AF2,ENSG00000063244,11338
1614,Oca2,ENSMUSG00000030450,18431,OCA2,ENSG00000104044,4948
1615,Herc2,ENSMUSG00000030451,15204,HERC2,ENSG00000128731,8924
1616,Nipa2,ENSMUSG00000030452,93790,NIPA2,ENSG00000140157,81614
1617,Psd3,ENSMUSG00000030465,234353,PSD3,ENSG00000156011,23362
1618,Faap24,ENSMUSG00000030493,101831,FAAP24,ENSG00000131944,91442
1619,Tjp1,ENSMUSG00000030516,21872,TJP1,ENSG00000104067,7082
1620,Fam189a1,ENSMUSG00000030518,<NA>,FAM189A1,ENSG00000104059,<NA>
1621,Apba2,ENSMUSG00000030519,11784,APBA2,ENSG00000034053,321
1622,Mphosph10,ENSMUSG00000030521,67973,MPHOSPH10,ENSG00000124383,10199
1623,Mtmr10,ENSMUSG00000030522,233315,MTMR10,ENSG00000166912,54893
1624,Crtc3,ENSMUSG00000030527,70461,CRTC3,ENSG00000140577,64784
1625,Blm,ENSMUSG00000030528,12144,BLM,ENSG00000197299,641
1626,Furin,ENSMUSG00000030530,18550,FURIN,ENSG00000140564,5045
1627,Hddc3,ENSMUSG00000030532,68695,HDDC3,ENSG00000184508,374659
1628,Unc45a,ENSMUSG00000030533,101869,UNC45A,ENSG00000140553,55898
1629,Vps33b,ENSMUSG00000030534,233405,VPS33B,ENSG00000184056,26276
1630,Nr2f2,ENSMUSG00000030551,11819,NR2F2,ENSG00000185551,7026
1631,Pgpep1l,ENSMUSG00000030553,78444,PGPEP1L,ENSG00000183571,145814
1632,Synm,ENSMUSG00000030554,233335,SYNM,ENSG00000182253,23336
1633,Ttc23,ENSMUSG00000030555,67009,TTC23,ENSG00000103852,64927
1634,Mef2a,ENSMUSG00000030557,17258,MEF2A,ENSG00000068305,4205
1635,Psmc4,ENSMUSG00000030603,23996,PSMC4,ENSG00000013275,5704
1636,Nucb2,ENSMUSG00000030659,53322,NUCB2,ENSG00000070081,4925
1637,Calca,ENSMUSG00000030669,12310,CALCA,ENSG00000110680,796
1638,Mvp,ENSMUSG00000030681,78388,MVP,ENSG00000013364,9961
1639,Cdipt,ENSMUSG00000030682,52858,CDIPT,ENSG00000103502,10423
1640,Gdpd3,ENSMUSG00000030703,68616,GDPD3,ENSG00000102886,79153
1641,Sgf29,ENSMUSG00000030714,75565,SGF29,ENSG00000176476,112869
1642,Nfatc2ip,ENSMUSG00000030722,18020,NFATC2IP,ENSG00000176953,84901
1643,Cd19,ENSMUSG00000030724,12478,CD19,ENSG00000177455,930
1644,Rabep2,ENSMUSG00000030727,70314,RABEP2,ENSG00000177548,79874
1645,Atp2a1,ENSMUSG00000030730,11937,ATP2A1,ENSG00000196296,487
1646,Sh2b1,ENSMUSG00000030733,20399,SH2B1,ENSG00000178188,25970
1647,Spns1,ENSMUSG00000030741,73658,SPNS1,ENSG00000169682,83985
1648,Lat,ENSMUSG00000030742,16797,LAT,ENSG00000213658,27040
1649,Far1,ENSMUSG00000030759,67420,FAR1,ENSG00000197601,84188
1650,Slc5a2,ENSMUSG00000030781,246787,SLC5A2,ENSG00000140675,6524
1651,Tgfb1i1,ENSMUSG00000030782,21804,TGFB1I1,ENSG00000140682,7041
1652,Lyve1,ENSMUSG00000030787,114332,LYVE1,ENSG00000133800,10894
1653,Adm,ENSMUSG00000030790,11535,ADM,ENSG00000148926,133
1654,Pycard,ENSMUSG00000030793,66824,PYCARD,ENSG00000103490,29108
1655,Prss8,ENSMUSG00000030800,76560,PRSS8,ENSG00000052344,5652
1656,Kat8,ENSMUSG00000030801,67773,KAT8,ENSG00000103510,84148
1657,Bckdk,ENSMUSG00000030802,12041,BCKDK,ENSG00000103507,10295
1658,Fbxl19,ENSMUSG00000030811,233902,FBXL19,ENSG00000099364,54620
1659,Nucb1,ENSMUSG00000030824,18220,NUCB1,ENSG00000104805,4924
1660,Tial1,ENSMUSG00000030846,21843,TIAL1,ENSG00000151923,7073
1661,Bag3,ENSMUSG00000030847,29810,BAG3,ENSG00000151929,9531
1662,Ptpn5,ENSMUSG00000030854,19259,PTPN5,ENSG00000110786,84867
1663,Acadsb,ENSMUSG00000030861,66885,ACADSB,ENSG00000196177,36
1664,Cpxm2,ENSMUSG00000030862,55987,CPXM2,ENSG00000121898,119587
1665,Rrp8,ENSMUSG00000030888,101867,RRP8,ENSG00000132275,23378
1666,Ilk,ENSMUSG00000030890,16202,ILK,ENSG00000166333,3611
1667,Abraxas2,ENSMUSG00000030965,109359,ABRAXAS2,ENSG00000165660,23172
1668,Tex36,ENSMUSG00000030976,73808,TEX36,ENSG00000175018,387718
1669,Mmp21,ENSMUSG00000030981,214766,MMP21,ENSG00000154485,118856
1670,Mki67,ENSMUSG00000031004,17345,MKI67,ENSG00000148773,4288
1671,Swap70,ENSMUSG00000031015,20947,SWAP70,ENSG00000133789,23075
1672,Wee1,ENSMUSG00000031016,22390,WEE1,ENSG00000166483,7465
1673,Tmem9b,ENSMUSG00000031021,56786,TMEM9B,ENSG00000175348,56674
1674,Trim66,ENSMUSG00000031026,330627,TRIM66,ENSG00000166436,9866
1675,Ndufb11,ENSMUSG00000031059,104130,NDUFB11,ENSG00000147123,54539
1676,Cdk16,ENSMUSG00000031065,18555,CDK16,ENSG00000102225,5127
1677,Glrx3,ENSMUSG00000031068,30926,GLRX3,ENSG00000108010,10539
1678,Syt8,ENSMUSG00000031098,55925,SYT8,ENSG00000149043,90019
1679,3830403N18Rik,ENSMUSG00000031125,70691,SYCP3,ENSG00000139351,50511
1680,Slc9a9,ENSMUSG00000031129,331004,SLC9A9,ENSG00000181804,285195
1681,Cacna1f,ENSMUSG00000031142,54652,CACNA1F,ENSG00000102001,778
1682,Ccdc22,ENSMUSG00000031143,54638,CCDC22,ENSG00000101997,28952
1683,Syp,ENSMUSG00000031144,20977,SYP,ENSG00000102003,6855
1684,Prickle3,ENSMUSG00000031145,54630,PRICKLE3,ENSG00000012211,4007
1685,Plp2,ENSMUSG00000031146,18824,PLP2,ENSG00000102007,5355
1686,Gpkow,ENSMUSG00000031148,209416,GPKOW,ENSG00000068394,27238
1687,Praf2,ENSMUSG00000031149,54637,PRAF2,ENSG00000243279,11230
1688,Ccdc120,ENSMUSG00000031150,54648,CCDC120,ENSG00000147144,90060
1689,Gripap1,ENSMUSG00000031153,54645,GRIPAP1,ENSG00000068400,56850
1690,Otud5,ENSMUSG00000031154,54644,OTUD5,ENSG00000068308,55593
1691,Pim2,ENSMUSG00000031155,18715,PIM2,ENSG00000102096,11040
1692,Slc35a2,ENSMUSG00000031156,22232,SLC35A2,ENSG00000102100,7355
1693,Was,ENSMUSG00000031165,22376,WAS,ENSG00000015285,7454
1694,Wdr13,ENSMUSG00000031166,73447,WDR13,ENSG00000101940,64743
1695,Porcn,ENSMUSG00000031169,53627,PORCN,ENSG00000102312,64840
1696,Dynlt3,ENSMUSG00000031176,67117,DYNLT3,ENSG00000165169,6990
1697,Fundc2,ENSMUSG00000031198,67391,FUNDC2,ENSG00000165775,65991
1698,Xkrx,ENSMUSG00000031258,331524,XKRX,ENSG00000182489,402415
1699,Phka2,ENSMUSG00000031295,110094,PHKA2,ENSG00000044446,5256
1700,Pdha1,ENSMUSG00000031299,18597,PDHA1,ENSG00000131828,5160
1701,Rps6ka3,ENSMUSG00000031309,110651,RPS6KA3,ENSG00000177189,6197
1702,Rps4x,ENSMUSG00000031320,20102,RPS4X,ENSG00000198034,6191
1703,Cdx4,ENSMUSG00000031326,12592,CDX4,ENSG00000131264,1046
1704,Chic1,ENSMUSG00000031327,12212,CHIC1,ENSG00000204116,53344
1705,Flna,ENSMUSG00000031328,192176,FLNA,ENSG00000196924,2316
1706,Zcchc13,ENSMUSG00000031330,75064,ZCCHC13,ENSG00000187969,389874
1707,Abcb7,ENSMUSG00000031333,11306,ABCB7,ENSG00000131269,22
1708,Hccs,ENSMUSG00000031352,15159,HCCS,ENSG00000004961,3052
1709,Rbbp7,ENSMUSG00000031353,245688,RBBP7,ENSG00000102054,5931
1710,Amelx,ENSMUSG00000031354,11704,AMELX,ENSG00000125363,265
1711,Arhgap6,ENSMUSG00000031355,11856,ARHGAP6,ENSG00000047648,395
1712,Hcfc1,ENSMUSG00000031386,15161,HCFC1,ENSG00000172534,3054
1713,Renbp,ENSMUSG00000031387,19703,RENBP,ENSG00000102032,5973
1714,Naa10,ENSMUSG00000031388,56292,NAA10,ENSG00000102030,8260
1715,Irak1,ENSMUSG00000031392,16179,IRAK1,ENSG00000184216,3654
1716,Mecp2,ENSMUSG00000031393,17257,MECP2,ENSG00000169057,4204
1717,Opn1mw,ENSMUSG00000031394,14539,OPN1LW,ENSG00000102076,5956
1718,Opn1mw,ENSMUSG00000031394,14539,OPN1MW2,ENSG00000166160,728458
1719,Tktl1,ENSMUSG00000031397,83553,TKTL1,ENSG00000007350,8277
1720,Fam3a,ENSMUSG00000031399,66294,FAM3A,ENSG00000071889,60343
1721,G6pdx,ENSMUSG00000031400,14381,G6PD,ENSG00000160211,2539
1722,Mpp1,ENSMUSG00000031402,17524,MPP1,ENSG00000130830,4354
1723,Kir3dl1,ENSMUSG00000031424,245616,KIR3DL2,ENSG00000240403,3812
1724,Kir3dl1,ENSMUSG00000031424,245616,KIR3DL1,ENSG00000167633,3811
1725,Kir3dl1,ENSMUSG00000031424,245616,KIR3DL3,ENSG00000242019,115653
1726,Kir3dl1,ENSMUSG00000031424,245616,KIR2DL4,ENSG00000189013,3805
1727,Kir3dl1,ENSMUSG00000031424,245616,KIR2DL3,ENSG00000243772,3804
1728,Kir3dl1,ENSMUSG00000031424,245616,KIR2DL1,ENSG00000125498,3802
1729,Tpte,ENSMUSG00000031481,234129,TPTE2,ENSG00000132958,93492
1730,Chrna6,ENSMUSG00000031491,11440,CHRNA6,ENSG00000147434,8973
1731,Chrnb3,ENSMUSG00000031492,108043,CHRNB3,ENSG00000147432,1142
1732,Cd209a,ENSMUSG00000031494,170786,CLEC4M,ENSG00000104938,10332
1733,Cd209d,ENSMUSG00000031495,170779,CD209,ENSG00000090659,30835
1734,Cd209d,ENSMUSG00000031495,170779,CLEC4M,ENSG00000104938,10332
1735,Asb5,ENSMUSG00000031519,76294,ASB5,ENSG00000164122,140458
1736,Dlc1,ENSMUSG00000031523,50768,DLC1,ENSG00000164741,10395
1737,Tnks,ENSMUSG00000031529,21951,TNKS,ENSG00000173273,8658
1738,Plat,ENSMUSG00000031538,18791,PLAT,ENSG00000104368,5327
1739,Slit2,ENSMUSG00000031558,20563,SLIT2,ENSG00000145147,9353
1740,Fgfr1,ENSMUSG00000031565,14182,FGFR1,ENSG00000077782,2260
1741,Rwdd4a,ENSMUSG00000031568,192174,RWDD4,ENSG00000182552,201965
1742,Plpp5,ENSMUSG00000031570,71910,PLPP5,ENSG00000147535,84513
1743,Pdgfrl,ENSMUSG00000031595,68797,PDGFRL,ENSG00000104213,5157
1744,Slc7a2,ENSMUSG00000031596,11988,SLC7A2,ENSG00000003989,6542
1745,Vps37a,ENSMUSG00000031600,52348,VPS37A,ENSG00000155975,137492
1746,Cnot7,ENSMUSG00000031601,18983,CNOT7,ENSG00000198791,29883
1747,Msmo1,ENSMUSG00000031604,66234,MSMO1,ENSG00000052802,6307
1748,Klhl2,ENSMUSG00000031605,77113,KLHL2,ENSG00000109466,11275
1749,Scrg1,ENSMUSG00000031610,20284,SCRG1,ENSG00000164106,11341
1750,Ednra,ENSMUSG00000031616,13617,EDNRA,ENSG00000151617,1909
1751,Tmem184c,ENSMUSG00000031617,234463,TMEM184C,ENSG00000164168,55751
1752,Nr3c2,ENSMUSG00000031618,110784,NR3C2,ENSG00000151623,4306
1753,Smad1,ENSMUSG00000031681,17125,SMAD1,ENSG00000170365,4086
1754,1700011L22Rik,ENSMUSG00000031682,67687,C4orf51,ENSG00000237136,646603
1755,Lsm6,ENSMUSG00000031683,78651,LSM6,ENSG00000164167,11157
1756,Slc10a7,ENSMUSG00000031684,76775,SLC10A7,ENSG00000120519,84068
1757,Pou4f2,ENSMUSG00000031688,18997,POU4F2,ENSG00000151615,5458
1758,Orc6,ENSMUSG00000031697,56452,ORC6,ENSG00000091651,23594
1759,Gpt2,ENSMUSG00000031700,108682,GPT2,ENSG00000166123,84706
1760,Dnaja2,ENSMUSG00000031701,56445,DNAJA2,ENSG00000069345,10294
1761,Tbc1d9,ENSMUSG00000031709,71310,TBC1D9,ENSG00000109436,23158
1762,Ucp1,ENSMUSG00000031710,22227,UCP1,ENSG00000109424,7350
1763,Zfp330,ENSMUSG00000031711,30932,ZNF330,ENSG00000109445,27309
1764,Il15,ENSMUSG00000031712,16168,IL15,ENSG00000164136,3600
1765,Gab1,ENSMUSG00000031714,14388,GAB1,ENSG00000109458,2549
1766,Smarca5,ENSMUSG00000031715,93762,SMARCA5,ENSG00000153147,8467
1767,Lsm4,ENSMUSG00000031848,50783,LSM4,ENSG00000130520,25804
1768,Comp,ENSMUSG00000031849,12845,COMP,ENSG00000105664,1311
1769,Dctn1,ENSMUSG00000031865,13191,DCTN1,ENSG00000204843,1639
1770,Tsnaxip1,ENSMUSG00000031893,72236,TSNAXIP1,ENSG00000102904,55815
1771,Dus2,ENSMUSG00000031901,66369,DUS2,ENSG00000167264,54920
1772,Nfatc3,ENSMUSG00000031902,18021,NFATC3,ENSG00000072736,4775
1773,Zfp90,ENSMUSG00000031907,22751,ZFP90,ENSG00000184939,146198
1774,Has3,ENSMUSG00000031910,15118,HAS3,ENSG00000103044,3038
1775,Nip7,ENSMUSG00000031917,66164,NIP7,ENSG00000132603,51388
1776,Cyb5b,ENSMUSG00000031924,66427,CYB5B,ENSG00000103018,80777
1777,Nxpe2,ENSMUSG00000032028,78252,NXPE2,ENSG00000204361,120406
1778,Cul5,ENSMUSG00000032030,75717,CUL5,ENSG00000166266,8065
1779,Acat1,ENSMUSG00000032047,110446,ACAT1,ENSG00000075239,38
1780,Pou2af1,ENSMUSG00000032053,18985,POU2AF1,ENSG00000110777,5450
1781,Ppp2r1b,ENSMUSG00000032058,73699,PPP2R1B,ENSG00000137713,5519
1782,Plet1,ENSMUSG00000032068,76509,PLET1,ENSG00000188771,349633
1783,Zpr1,ENSMUSG00000032078,22687,ZPR1,ENSG00000109917,8882
1784,Scg3,ENSMUSG00000032181,20255,SCG3,ENSG00000104112,29106
1785,Lysmd2,ENSMUSG00000032184,70082,LYSMD2,ENSG00000140280,256586
1786,Tmod2,ENSMUSG00000032186,50876,TMOD2,ENSG00000128872,29767
1787,Bcl2l10,ENSMUSG00000032191,12049,BCL2L10,ENSG00000137875,10017
1788,Gnb5,ENSMUSG00000032192,14697,GNB5,ENSG00000069966,10681
1789,Polr2m,ENSMUSG00000032199,28015,POLR2M,ENSG00000255529,81488
1790,Rab27a,ENSMUSG00000032202,11891,RAB27A,ENSG00000069974,5873
1791,Rsl24d1,ENSMUSG00000032215,225215,RSL24D1,ENSG00000137876,51187
1792,Nedd4,ENSMUSG00000032216,17999,NEDD4,ENSG00000069869,4734
1793,Ccnb2,ENSMUSG00000032218,12442,CCNB2,ENSG00000157456,9133
1794,Gcnt3,ENSMUSG00000032226,72077,GCNT3,ENSG00000140297,9245
1795,Ice2,ENSMUSG00000032235,93697,ICE2,ENSG00000128915,79664
1796,Drd2,ENSMUSG00000032259,13489,DRD2,ENSG00000149295,1813
1797,Tent5a,ENSMUSG00000032265,212943,TENT5A,ENSG00000112773,55603
1798,Htr3a,ENSMUSG00000032269,15561,HTR3A,ENSG00000166736,3359
1799,Cyp19a1,ENSMUSG00000032274,13075,CYP19A1,ENSG00000137869,1588
1800,Tle3,ENSMUSG00000032280,21887,TLE3,ENSG00000140332,7090
1801,Nptn,ENSMUSG00000032336,20320,NPTN,ENSG00000156642,27020
1802,Mlip,ENSMUSG00000032355,69642,MLIP,ENSG00000146147,90523
1803,Mlip,ENSMUSG00000032355,69642,MLIP,ENSG00000146147,101927189
1804,Tpm1,ENSMUSG00000032366,22003,TPM1,ENSG00000140416,7168
1805,Plscr1,ENSMUSG00000032369,22038,PLSCR1,ENSG00000188313,5359
1806,Lactb,ENSMUSG00000032370,80907,LACTB,ENSG00000103642,114294
1807,Car12,ENSMUSG00000032373,76459,CA12,ENSG00000074410,771
1808,Aph1b,ENSMUSG00000032375,208117,APH1B,ENSG00000138613,83464
1809,Usp3,ENSMUSG00000032376,235441,USP3,ENSG00000140455,9960
1810,Dapk2,ENSMUSG00000032380,13143,DAPK2,ENSG00000035664,23604
1811,Ciao2a,ENSMUSG00000032381,68250,CIAO2A,ENSG00000166797,84191
1812,Snx1,ENSMUSG00000032382,56440,SNX1,ENSG00000028528,6642
1813,Ppib,ENSMUSG00000032383,19035,PPIB,ENSG00000166794,5479
1814,Trip4,ENSMUSG00000032386,56404,TRIP4,ENSG00000103671,9325
1815,Rbpms2,ENSMUSG00000032387,71973,RBPMS2,ENSG00000166831,348093
1816,Spg21,ENSMUSG00000032388,27965,SPG21,ENSG00000090487,51324
1817,Parp16,ENSMUSG00000032392,214424,PARP16,ENSG00000138617,54956
1818,Dpp8,ENSMUSG00000032393,74388,DPP8,ENSG00000074603,54878
1819,Igdcc3,ENSMUSG00000032394,19289,IGDCC3,ENSG00000174498,9543
1820,Slc25a36,ENSMUSG00000032449,192287,SLC25A36,ENSG00000114120,55186
1821,Trim42,ENSMUSG00000032451,78911,TRIM42,ENSG00000155890,287015
1822,Clstn2,ENSMUSG00000032452,64085,CLSTN2,ENSG00000158258,64084
1823,Rbp2,ENSMUSG00000032454,19660,RBP2,ENSG00000114113,5948
1824,Nmnat3,ENSMUSG00000032456,74080,NMNAT3,ENSG00000163864,349565
1825,Copb2,ENSMUSG00000032458,50797,COPB2,ENSG00000184432,9276
1826,Mrps22,ENSMUSG00000032459,64655,MRPS22,ENSG00000175110,56945
1827,Pik3cb,ENSMUSG00000032462,74769,PIK3CB,ENSG00000051382,5291
1828,Tdgf1,ENSMUSG00000032494,21667,TDGF1,ENSG00000241186,6997
1829,Mobp,ENSMUSG00000032517,17433,MOBP,ENSG00000168314,4336
1830,Slc25a38,ENSMUSG00000032519,208638,SLC25A38,ENSG00000144659,54977
1831,Nktr,ENSMUSG00000032525,18087,NKTR,ENSG00000114857,4820
1832,Ss18l2,ENSMUSG00000032526,26901,SS18L2,ENSG00000008324,51188
