human_symbol,mouse_symbol,human_ensembl,mouse_ensembl,human_entrez,mouse_entrez
KCNH3,Kcnh3,ENSG00000135519,ENSMUSG00000037579,23416,16512
KCNH4,Kcnh4,ENSG00000089558,ENSMUSG00000035355,23415,380728
KCNH5,Kcnh5,ENSG00000140015,ENSMUSG00000034402,27133,238271
KCNH6,Kcnh6,ENSG00000173826,ENSMUSG00000001901,81033,192775
KCNH7,Kcnh7,ENSG00000184611,ENSMUSG00000059742,90134,170738
KCNH8,Kcnh8,ENSG00000183960,ENSMUSG00000035580,131096,211468
KCNIP1,Kcnip1,ENSG00000182132,ENSMUSG00000053519,30820,70357
KCNIP2,Kcnip2,ENSG00000120049,ENSMUSG00000025221,30819,80906
KCNIP3,Kcnip3,ENSG00000115041,ENSMUSG00000079056,30818,56461
KCNIP4,Kcnip4,ENSG00000281758,ENSMUSG00000029088,80333,80334
KCNIP4,Kcnip4,ENSG00000185774,ENSMUSG00000029088,80333,80334
KCNJ1,Kcnj1,ENSG00000151704,ENSMUSG00000041248,3758,56379
KCNJ10,Kcnj10,ENSG00000177807,ENSMUSG00000044708,3766,16513
KCNJ11,Kcnj11,ENSG00000187486,ENSMUSG00000096146,3767,16514
KCNJ12,Kcnj12,ENSG00000184185,ENSMUSG00000042529,3768,16515
KCNJ13,Kcnj13,ENSG00000115474,ENSMUSG00000079436,3769,100040591
KCNJ14,Kcnj14,ENSG00000182324,ENSMUSG00000058743,3770,211480
KCNJ15,Kcnj15,ENSG00000157551,ENSMUSG00000062609,3772,16516
KCNJ16,Kcnj16,ENSG00000153822,ENSMUSG00000051497,3773,16517
KCNJ18,Kcnj12,ENSG00000260458,ENSMUSG00000042529,100134444,16515
KCNJ2,Kcnj2,ENSG00000123700,ENSMUSG00000041695,3759,16518
KCNJ3,Kcnj3,ENSG00000162989,ENSMUSG00000026824,3760,16519
KCNJ4,Kcnj4,ENSG00000168135,ENSMUSG00000044216,3761,16520
KCNJ5,Kcnj5,ENSG00000120457,ENSMUSG00000032034,3762,16521
KCNJ6,Kcnj6,ENSG00000157542,ENSMUSG00000043301,3763,16522
KCNJ8,Kcnj8,ENSG00000121361,ENSMUSG00000030247,3764,16523
KCNJ9,Kcnj9,ENSG00000162728,ENSMUSG00000038026,3765,16524
KCNK1,Kcnk1,ENSG00000135750,ENSMUSG00000033998,3775,16525
KCNK10,Kcnk10,ENSG00000100433,ENSMUSG00000033854,54207,72258
KCNK12,Kcnk12,ENSG00000184261,ENSMUSG00000050138,56660,210741
KCNK13,Kcnk13,ENSG00000152315,ENSMUSG00000045404,56659,217826
KCNK15,Kcnk15,ENSG00000124249,ENSMUSG00000035238,60598,241769
KCNK16,Kcnk16,ENSG00000095981,ENSMUSG00000023387,83795,74571
KCNK18,Kcnk18,ENSG00000186795,ENSMUSG00000040901,338567,332396
KCNK2,Kcnk2,ENSG00000082482,ENSMUSG00000037624,3776,16526
KCNK3,Kcnk3,ENSG00000171303,ENSMUSG00000049265,3777,16527
KCNK4,Kcnk4,ENSG00000182450,ENSMUSG00000024957,50801,16528
KCNK5,Kcnk5,ENSG00000164626,ENSMUSG00000023243,8645,16529
KCNK6,Kcnk6,ENSG00000099337,ENSMUSG00000046410,9424,52150
KCNK7,Kcnk7,ENSG00000173338,ENSMUSG00000024936,10089,16530
KCNK9,Kcnk9,ENSG00000169427,ENSMUSG00000036760,51305,-1
KCNMA1,Kcnma1,ENSG00000156113,ENSMUSG00000063142,3778,16531
KCNMB1,Kcnmb1,ENSG00000145936,ENSMUSG00000020155,3779,16533
KCNMB2,Kcnmb2,ENSG00000197584,ENSMUSG00000037610,10242,72413
KCNMB3,Kcnmb3,ENSG00000171121,ENSMUSG00000091091,27094,100502876
KCNMB4,Kcnmb4,ENSG00000135643,ENSMUSG00000054934,27345,58802
KCNN1,Kcnn1,ENSG00000105642,ENSMUSG00000002908,3780,84036
KCNN2,Kcnn2,ENSG00000080709,ENSMUSG00000054477,3781,140492
KCNN3,Kcnn3,ENSG00000143603,ENSMUSG00000000794,3782,140493
KCNN4,Kcnn4,ENSG00000104783,ENSMUSG00000054342,3783,16534
KCNQ1,Kcnq1,ENSG00000053918,ENSMUSG00000009545,3784,16535
KCNQ1,Kcnq1,ENSG00000282076,ENSMUSG00000009545,3784,16535
KCNQ2,Kcnq2,ENSG00000281151,ENSMUSG00000016346,3785,16536
KCNQ2,Kcnq2,ENSG00000075043,ENSMUSG00000016346,3785,16536
KCNQ3,Kcnq3,ENSG00000184156,ENSMUSG00000056258,3786,110862
KCNQ4,Kcnq4,ENSG00000117013,ENSMUSG00000028631,9132,60613
KCNQ5,Kcnq5,ENSG00000185760,ENSMUSG00000028033,56479,226922
KCNRG,Kcnrg,ENSG00000198553,ENSMUSG00000046168,283518,328424
KCNS1,Kcns1,ENSG00000124134,ENSMUSG00000040164,3787,16538
KCNS2,Kcns2,ENSG00000156486,ENSMUSG00000050963,3788,16539
KCNS3,Kcns3,ENSG00000170745,ENSMUSG00000043673,3790,238076
KCNT1,Kcnt1,ENSG00000107147,ENSMUSG00000058740,57582,227632
KCNT2,Kcnt2,ENSG00000162687,ENSMUSG00000052726,343450,240776
KCNU1,Kcnu1,ENSG00000215262,ENSMUSG00000031576,157855,16532
KCNV1,Kcnv1,ENSG00000164794,ENSMUSG00000022342,27012,67498
KCNV2,Kcnv2,ENSG00000168263,ENSMUSG00000047298,169522,240595
KCP,Kcp,ENSG00000135253,ENSMUSG00000059022,375616,333088
KCTD1,Kctd1,ENSG00000134504,ENSMUSG00000036225,284252,106931
KCTD10,Kctd10,ENSG00000110906,ENSMUSG00000001098,83892,330171
KCTD11,Kctd11,ENSG00000288399,ENSMUSG00000046731,147040,216858
KCTD11,Kctd11,ENSG00000213859,ENSMUSG00000046731,147040,216858
KCTD12,Kctd12,ENSG00000178695,ENSMUSG00000098557,115207,239217
KCTD13,Kctd13,ENSG00000174943,ENSMUSG00000030685,253980,233877
KCTD14,Kctd14,ENSG00000151364,ENSMUSG00000051727,65987,233529
KCTD15,Kctd15,ENSG00000153885,ENSMUSG00000030499,79047,233107
KCTD16,Kctd16,ENSG00000183775,ENSMUSG00000051401,57528,383348
KCTD17,Kctd17,ENSG00000100379,ENSMUSG00000033287,79734,72844
KCTD18,Kctd18,ENSG00000155729,ENSMUSG00000054770,130535,51960
KCTD19,Kctd19,ENSG00000168676,ENSMUSG00000051648,146212,279499
KCTD2,Kctd2,ENSG00000180901,ENSMUSG00000016940,23510,70382
KCTD20,Kctd20,ENSG00000112078,ENSMUSG00000005936,222658,66989
KCTD21,Kctd21,ENSG00000188997,ENSMUSG00000044952,283219,622320
KCTD3,Kctd3,ENSG00000136636,ENSMUSG00000026608,51133,226823
KCTD4,Kctd4,ENSG00000180332,ENSMUSG00000046523,386618,67516
KCTD5,Kctd5,ENSG00000167977,ENSMUSG00000016946,54442,69259
KCTD6,Kctd6,ENSG00000168301,ENSMUSG00000021752,200845,71393
KCTD7,Kctd7,ENSG00000243335,ENSMUSG00000034110,154881,-1
KCTD8,Kctd8,ENSG00000183783,ENSMUSG00000037653,386617,243043
KCTD9,Kctd9,ENSG00000104756,ENSMUSG00000034327,54793,105440
KDELR1,Kdelr1,ENSG00000105438,ENSMUSG00000002778,10945,68137
KDELR2,Kdelr2,ENSG00000136240,ENSMUSG00000079111,11014,66913
KDELR3,Kdelr3,ENSG00000100196,ENSMUSG00000010830,11015,105785
KDF1,Kdf1,ENSG00000175707,ENSMUSG00000037600,126695,69073
KDM1A,Kdm1a,ENSG00000004487,ENSMUSG00000036940,23028,99982
KDM1B,Kdm1b,ENSG00000165097,ENSMUSG00000038080,221656,218214
KDM2A,Kdm2a,ENSG00000173120,ENSMUSG00000054611,22992,225876
KDM2B,Kdm2b,ENSG00000089094,ENSMUSG00000029475,84678,30841
KDM3A,Kdm3a,ENSG00000115548,ENSMUSG00000053470,55818,104263
KDM3B,Kdm3b,ENSG00000120733,ENSMUSG00000038773,51780,277250
KDM4A,Kdm4a,ENSG00000066135,ENSMUSG00000033326,9682,230674
KDM4B,Kdm4b,ENSG00000127663,ENSMUSG00000024201,23030,193796
KDM4C,Kdm4c,ENSG00000107077,ENSMUSG00000028397,23081,76804
KDM4D,Kdm4d,ENSG00000186280,ENSMUSG00000053914,55693,244694
KDM5A,Kdm5a,ENSG00000073614,ENSMUSG00000030180,5927,214899
KDM5B,Kdm5b,ENSG00000117139,ENSMUSG00000042207,10765,75605
KDM5C,Kdm5c,ENSG00000126012,ENSMUSG00000025332,8242,20591
KDM5D,Kdm5d,ENSG00000012817,ENSMUSG00000056673,8284,20592
KDM6A,Kdm6a,ENSG00000147050,ENSMUSG00000037369,7403,22289
KDM6B,Kdm6b,ENSG00000132510,ENSMUSG00000018476,23135,216850
KDM7A,Kdm7a,ENSG00000006459,ENSMUSG00000042599,80853,338523
KDM8,Kdm8,ENSG00000155666,ENSMUSG00000030752,79831,77035
KDR,Kdr,ENSG00000128052,ENSMUSG00000062960,3791,16542
KDSR,Kdsr,ENSG00000119537,ENSMUSG00000009905,2531,70750
KEAP1,Keap1,ENSG00000079999,ENSMUSG00000003308,9817,50868
KEL,Kel,ENSG00000197993,ENSMUSG00000029866,3792,23925
KEL,Kel,ENSG00000276615,ENSMUSG00000029866,3792,23925
KERA,Kera,ENSG00000139330,ENSMUSG00000019932,11081,16545
KHDC1,Khdc1c,ENSG00000135314,ENSMUSG00000041722,80759,433278
KHDC1,Khdc1b,ENSG00000135314,ENSMUSG00000085079,80759,98582
KHDC1,Khdc1a,ENSG00000135314,ENSMUSG00000067750,80759,368204
KHDC1L,Khdc1b,ENSG00000256980,ENSMUSG00000085079,100129128,98582
KHDC1L,Khdc1a,ENSG00000256980,ENSMUSG00000067750,100129128,368204
KHDC1L,Khdc1c,ENSG00000256980,ENSMUSG00000041722,100129128,433278
KHDC3L,Khdc3,ENSG00000203908,ENSMUSG00000092622,154288,66991
KHDC3L,Gm20509,ENSG00000203908,ENSMUSG00000092310,154288,-1
KHDC4,Khdc4,ENSG00000132680,ENSMUSG00000028060,22889,74200
KHDRBS1,Khdrbs1,ENSG00000121774,ENSMUSG00000028790,10657,20218
KHDRBS2,Khdrbs2,ENSG00000112232,ENSMUSG00000026058,202559,170771
KHDRBS3,Khdrbs3,ENSG00000131773,ENSMUSG00000022332,10656,13992
KHK,Khk,ENSG00000138030,ENSMUSG00000029162,3795,16548
KHNYN,Khnyn,ENSG00000100441,ENSMUSG00000047153,23351,219094
KHSRP,Khsrp,ENSG00000088247,ENSMUSG00000007670,8570,16549
KIAA0040,4930523C07Rik,ENSG00000235750,ENSMUSG00000090394,9674,67647
KIAA0100,2610507B11Rik,ENSG00000007202,ENSMUSG00000010277,9703,72503
KIAA0232,D5Ertd579e,ENSG00000170871,ENSMUSG00000029190,9778,320661
KIAA0319,D130043K22Rik,ENSG00000137261,ENSMUSG00000006711,9856,210108
KIAA0319L,AU040320,ENSG00000142687,ENSMUSG00000028830,79932,100317
KIAA0408,9330159F19Rik,ENSG00000189367,ENSMUSG00000004360,9729,212448
KIAA0513,6430548M08Rik,ENSG00000135709,ENSMUSG00000031824,9764,234797
KIAA0586,2700049A03Rik,ENSG00000100578,ENSMUSG00000034601,9786,76967
KIAA0753,4933427D14Rik,ENSG00000198920,ENSMUSG00000020807,9851,74477
KIAA0825,2210408I21Rik,ENSG00000185261,ENSMUSG00000071252,285600,72371
KIAA0895,9530077C05Rik,ENSG00000164542,ENSMUSG00000036411,23366,68283
KIAA0895L,4931428F04Rik,ENSG00000196123,ENSMUSG00000014837,653319,74356
KIAA0930,5031439G07Rik,ENSG00000100364,ENSMUSG00000036046,23313,223739
KIAA1109,4932438A13Rik,ENSG00000138688,ENSMUSG00000037270,84162,229227
KIAA1143,1110059G10Rik,ENSG00000163807,ENSMUSG00000032551,57456,66202
KIAA1143,1110059G10Rik,ENSG00000281665,ENSMUSG00000032551,57456,66202
KIAA1191,4833439L19Rik,ENSG00000122203,ENSMUSG00000025871,57179,97820
KIAA1210,Gm14569,ENSG00000250423,ENSMUSG00000091556,57481,101055983
KIAA1217,Etl4,ENSG00000120549,ENSMUSG00000036617,56243,208618
KIAA1328,AW554918,ENSG00000150477,ENSMUSG00000033632,57536,225289
KIAA1522,C77080,ENSG00000162522,ENSMUSG00000050390,57648,97130
KIAA1549,D630045J12Rik,ENSG00000122778,ENSMUSG00000063455,57670,330286
KIAA1549L,D430041D05Rik,ENSG00000110427,ENSMUSG00000068373,25758,241589
KIAA1614,BC034090,ENSG00000135835,ENSMUSG00000033722,57710,207792
KIAA1671,2900026A02Rik,ENSG00000197077,ENSMUSG00000051339,85379,243219
KIAA1755,D630003M21Rik,ENSG00000149633,ENSMUSG00000037813,85449,228846
KIAA1958,E130308A19Rik,ENSG00000165185,ENSMUSG00000045071,158405,230259
KIAA2012,Gm973,ENSG00000182329,ENSMUSG00000047361,100652824,381260
KIAA2013,2510039O18Rik,ENSG00000116685,ENSMUSG00000044496,90231,77034
KIAA2026,9930021J03Rik,ENSG00000183354,ENSMUSG00000046138,158358,240613
KICS2,BC048403,ENSG00000174206,ENSMUSG00000053684,144577,270802
KIDINS220,Kidins220,ENSG00000134313,ENSMUSG00000036333,57498,77480
KIF11,Kif11,ENSG00000138160,ENSMUSG00000012443,3832,16551
KIF12,Kif12,ENSG00000136883,ENSMUSG00000028357,113220,16552
KIF13A,Kif13a,ENSG00000137177,ENSMUSG00000021375,63971,16553
KIF13B,Kif13b,ENSG00000197892,ENSMUSG00000060012,23303,16554
KIF14,Kif14,ENSG00000118193,ENSMUSG00000041498,9928,381293
KIF15,Kif15,ENSG00000163808,ENSMUSG00000036768,56992,209737
KIF15,Kif15,ENSG00000280610,ENSMUSG00000036768,56992,209737
KIF17,Kif17,ENSG00000117245,ENSMUSG00000028758,57576,16559
KIF18A,Kif18a,ENSG00000121621,ENSMUSG00000027115,81930,228421
KIF18B,Kif18b,ENSG00000186185,ENSMUSG00000051378,146909,70218
KIF19,Kif19a,ENSG00000196169,ENSMUSG00000010021,124602,286942
KIF1A,Kif1a,ENSG00000130294,ENSMUSG00000014602,547,16560
KIF1B,Kif1b,ENSG00000054523,ENSMUSG00000063077,23095,16561
KIF1C,Kif1c,ENSG00000129250,ENSMUSG00000020821,10749,16562
KIF20A,Kif20a,ENSG00000112984,ENSMUSG00000003779,10112,19348
KIF20B,Kif20b,ENSG00000138182,ENSMUSG00000024795,9585,240641
KIF21A,Kif21a,ENSG00000139116,ENSMUSG00000022629,55605,16564
KIF21B,Kif21b,ENSG00000116852,ENSMUSG00000041642,23046,16565
KIF22,Kif22,ENSG00000079616,ENSMUSG00000030677,3835,110033
KIF23,Kif23,ENSG00000137807,ENSMUSG00000032254,9493,71819
KIF24,Kif24,ENSG00000186638,ENSMUSG00000028438,347240,109242
KIF26A,Kif26a,ENSG00000066735,ENSMUSG00000021294,26153,668303
KIF26B,Kif26b,ENSG00000162849,ENSMUSG00000026494,55083,269152
KIF26B,Kif26b,ENSG00000281216,ENSMUSG00000026494,55083,269152
KIF27,Kif27,ENSG00000165115,ENSMUSG00000060176,55582,75050
KIF2A,Kif2a,ENSG00000068796,ENSMUSG00000021693,3796,16563
KIF2B,Kif2b,ENSG00000141200,ENSMUSG00000046755,84643,73470
KIF2C,Kif2c,ENSG00000142945,ENSMUSG00000028678,11004,73804
KIF3A,Kif3a,ENSG00000131437,ENSMUSG00000018395,11127,16568
KIF3B,Kif3b,ENSG00000101350,ENSMUSG00000027475,9371,16569
KIF3C,Kif3c,ENSG00000084731,ENSMUSG00000020668,3797,16570
KIF4A,Kif4,ENSG00000090889,ENSMUSG00000034311,24137,16571
KIF5A,Kif5a,ENSG00000155980,ENSMUSG00000074657,3798,16572
KIF5B,Kif5b,ENSG00000170759,ENSMUSG00000006740,3799,16573
KIF5C,Kif5c,ENSG00000276734,ENSMUSG00000026764,3800,16574
KIF5C,Kif5c,ENSG00000168280,ENSMUSG00000026764,3800,16574
KIF6,Kif6,ENSG00000164627,ENSMUSG00000023999,221458,319991
KIF7,Kif7,ENSG00000166813,ENSMUSG00000050382,374654,16576
KIF9,Kif9,ENSG00000088727,ENSMUSG00000032489,64147,16578
KIFAP3,Kifap3,ENSG00000075945,ENSMUSG00000026585,22920,16579
KIFBP,Kifbp,ENSG00000198954,ENSMUSG00000036955,26128,72320
KIFC1,Kifc5b,ENSG00000056678,ENSMUSG00000024301,3833,16580
KIFC1,Kifc5b,ENSG00000233450,ENSMUSG00000024301,3833,16580
KIFC1,Kifc1,ENSG00000204197,ENSMUSG00000079553,3833,100502766
KIFC1,Kifc1,ENSG00000056678,ENSMUSG00000079553,3833,100502766
KIFC1,Kifc1,ENSG00000233450,ENSMUSG00000079553,3833,100502766
KIFC1,Kifc5b,ENSG00000204197,ENSMUSG00000024301,3833,16580
KIFC1,Kifc1,ENSG00000237649,ENSMUSG00000079553,3833,100502766
KIFC1,Kifc5b,ENSG00000237649,ENSMUSG00000024301,3833,16580
KIFC2,Kifc2,ENSG00000167702,ENSMUSG00000004187,90990,16581
KIFC3,Kifc3,ENSG00000140859,ENSMUSG00000031788,3801,16582
KIN,Kin,ENSG00000151657,ENSMUSG00000037262,22944,16588
KIR2DL1,Kir3dl2,ENSG00000278821,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl2,ENSG00000273510,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl1,ENSG00000274926,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl2,ENSG00000278503,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl2,ENSG00000276820,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl2,ENSG00000275196,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl1,ENSG00000125498,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl1,ENSG00000284100,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl2,ENSG00000284530,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl2,ENSG00000278248,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl2,ENSG00000277833,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl2,ENSG00000275080,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl2,ENSG00000284551,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl2,ENSG00000276310,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl1,ENSG00000274692,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl2,ENSG00000277616,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl1,ENSG00000278821,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl1,ENSG00000278503,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl1,ENSG00000284145,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl2,ENSG00000284514,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl1,ENSG00000275750,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl1,ENSG00000277616,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl2,ENSG00000284347,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl2,ENSG00000273794,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl2,ENSG00000274692,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl1,ENSG00000278207,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl2,ENSG00000275522,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl2,ENSG00000278495,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl2,ENSG00000284401,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl1,ENSG00000284551,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl1,ENSG00000273794,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl2,ENSG00000274926,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl1,ENSG00000284347,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl1,ENSG00000275522,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl1,ENSG00000278805,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl2,ENSG00000277356,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl2,ENSG00000278738,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl1,ENSG00000284401,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl2,ENSG00000276625,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl2,ENSG00000278207,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl1,ENSG00000277833,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl1,ENSG00000278755,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl1,ENSG00000273510,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl2,ENSG00000284145,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl2,ENSG00000275750,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl2,ENSG00000284100,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl2,ENSG00000275276,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl1,ENSG00000278248,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl1,ENSG00000276310,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl2,ENSG00000274782,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl1,ENSG00000276820,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl1,ENSG00000283723,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl1,ENSG00000277356,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl1,ENSG00000278738,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl1,ENSG00000275276,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl1,ENSG00000274782,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl1,ENSG00000275080,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl2,ENSG00000125498,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl1,ENSG00000284530,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl1,ENSG00000284514,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl1,ENSG00000278495,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl1,ENSG00000275196,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl2,ENSG00000283723,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl1,ENSG00000276625,ENSMUSG00000031424,3802,245616
KIR2DL1,Kir3dl2,ENSG00000278805,ENSMUSG00000057439,3802,245615
KIR2DL1,Kir3dl2,ENSG00000278755,ENSMUSG00000057439,3802,245615
KIR2DL3,Kir3dl2,ENSG00000284044,ENSMUSG00000057439,3804,245615
KIR2DL3,Kir3dl2,ENSG00000278369,ENSMUSG00000057439,3804,245615
KIR2DL3,Kir3dl2,ENSG00000275008,ENSMUSG00000057439,3804,245615
KIR2DL3,Kir3dl1,ENSG00000283702,ENSMUSG00000031424,3804,245616
KIR2DL3,Kir3dl1,ENSG00000273887,ENSMUSG00000031424,3804,245616
KIR2DL3,Kir3dl1,ENSG00000273947,ENSMUSG00000031424,3804,245616
KIR2DL3,Kir3dl1,ENSG00000277554,ENSMUSG00000031424,3804,245616
KIR2DL3,Kir3dl1,ENSG00000284510,ENSMUSG00000031424,3804,245616
KIR2DL3,Kir3dl2,ENSG00000275658,ENSMUSG00000057439,3804,245615
KIR2DL3,Kir3dl2,ENSG00000277924,ENSMUSG00000057439,3804,245615
KIR2DL3,Kir3dl2,ENSG00000273947,ENSMUSG00000057439,3804,245615
KIR2DL3,Kir3dl1,ENSG00000278327,ENSMUSG00000031424,3804,245616
KIR2DL3,Kir3dl2,ENSG00000284132,ENSMUSG00000057439,3804,245615
KIR2DL3,Kir3dl1,ENSG00000283790,ENSMUSG00000031424,3804,245616
KIR2DL3,Kir3dl1,ENSG00000284333,ENSMUSG00000031424,3804,245616
KIR2DL3,Kir3dl2,ENSG00000283996,ENSMUSG00000057439,3804,245615
KIR2DL3,Kir3dl2,ENSG00000284241,ENSMUSG00000057439,3804,245615
KIR2DL3,Kir3dl2,ENSG00000284333,ENSMUSG00000057439,3804,245615
KIR2DL3,Kir3dl1,ENSG00000277317,ENSMUSG00000031424,3804,245616
KIR2DL3,Kir3dl1,ENSG00000277484,ENSMUSG00000031424,3804,245616
KIR2DL3,Kir3dl1,ENSG00000274410,ENSMUSG00000031424,3804,245616
KIR2DL3,Kir3dl2,ENSG00000275623,ENSMUSG00000057439,3804,245615
KIR2DL3,Kir3dl1,ENSG00000277924,ENSMUSG00000031424,3804,245616
KIR2DL3,Kir3dl1,ENSG00000274952,ENSMUSG00000031424,3804,245616
KIR2DL3,Kir3dl2,ENSG00000274108,ENSMUSG00000057439,3804,245615
KIR2DL3,Kir3dl2,ENSG00000273887,ENSMUSG00000057439,3804,245615
KIR2DL3,Kir3dl1,ENSG00000276590,ENSMUSG00000031424,3804,245616
KIR2DL3,Kir3dl2,ENSG00000278327,ENSMUSG00000057439,3804,245615
KIR2DL3,Kir3dl2,ENSG00000274952,ENSMUSG00000057439,3804,245615
KIR2DL3,Kir3dl2,ENSG00000276218,ENSMUSG00000057439,3804,245615
KIR2DL3,Kir3dl2,ENSG00000277554,ENSMUSG00000057439,3804,245615
KIR2DL3,Kir3dl1,ENSG00000284132,ENSMUSG00000031424,3804,245616
KIR2DL3,Kir3dl2,ENSG00000274830,ENSMUSG00000057439,3804,245615
KIR2DL3,Kir3dl2,ENSG00000277317,ENSMUSG00000057439,3804,245615
KIR2DL3,Kir3dl2,ENSG00000283790,ENSMUSG00000057439,3804,245615
KIR2DL3,Kir3dl1,ENSG00000275008,ENSMUSG00000031424,3804,245616
KIR2DL3,Kir3dl1,ENSG00000284241,ENSMUSG00000031424,3804,245616
KIR2DL3,Kir3dl1,ENSG00000276459,ENSMUSG00000031424,3804,245616
KIR2DL3,Kir3dl1,ENSG00000283996,ENSMUSG00000031424,3804,245616
KIR2DL3,Kir3dl1,ENSG00000278369,ENSMUSG00000031424,3804,245616
KIR2DL3,Kir3dl1,ENSG00000276218,ENSMUSG00000031424,3804,245616
KIR2DL3,Kir3dl2,ENSG00000274410,ENSMUSG00000057439,3804,245615
KIR2DL3,Kir3dl1,ENSG00000243772,ENSMUSG00000031424,3804,245616
KIR2DL3,Kir3dl1,ENSG00000274402,ENSMUSG00000031424,3804,245616
KIR2DL3,Kir3dl1,ENSG00000274830,ENSMUSG00000031424,3804,245616
KIR2DL3,Kir3dl1,ENSG00000283708,ENSMUSG00000031424,3804,245616
KIR2DL3,Kir3dl2,ENSG00000284236,ENSMUSG00000057439,3804,245615
KIR2DL3,Kir3dl2,ENSG00000274402,ENSMUSG00000057439,3804,245615
KIR2DL3,Kir3dl2,ENSG00000276590,ENSMUSG00000057439,3804,245615
KIR2DL3,Kir3dl1,ENSG00000284504,ENSMUSG00000031424,3804,245616
KIR2DL3,Kir3dl1,ENSG00000284236,ENSMUSG00000031424,3804,245616
KIR2DL3,Kir3dl2,ENSG00000283708,ENSMUSG00000057439,3804,245615
KIR2DL3,Kir3dl2,ENSG00000283702,ENSMUSG00000057439,3804,245615
KIR2DL3,Kir3dl2,ENSG00000284504,ENSMUSG00000057439,3804,245615
KIR2DL3,Kir3dl2,ENSG00000277484,ENSMUSG00000057439,3804,245615
KIR2DL3,Kir3dl1,ENSG00000274108,ENSMUSG00000031424,3804,245616
KIR2DL3,Kir3dl2,ENSG00000284510,ENSMUSG00000057439,3804,245615
KIR2DL3,Kir3dl1,ENSG00000275623,ENSMUSG00000031424,3804,245616
